Year;Date Of Incident;Route;Operator;Group Name;Borough;Injury Result Description;Incident Event Type;Victim Category;Victims Sex;Victims Age
2015;01/01/2015;208;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;Pedestrian;Unknown;Unknown
2015;01/01/2015;209;Metroline;Metroline;Hammersmith & Fulham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Child
2015;01/01/2015;210;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2015;01/01/2015;210;Metroline;Metroline;Islington;Injuries treated on scene;Assault;Passenger;Female;Adult
2015;01/01/2015;213;London General;Go-Ahead;Kingston upon Thames;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Elderly
2015;01/01/2015;213;London General;Go-Ahead;Sutton;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2015;01/01/2015;214;Metroline;Metroline;Islington;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Male;Adult
2015;01/01/2015;217;Metroline;Metroline;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;220;London United;London United;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;220;London United;London United;Ealing;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;220;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2015;01/01/2015;220;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;220;London United;London United;Hammersmith & Fulham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Adult
2015;01/01/2015;220;London United;London United;Wandsworth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;221;Arriva London North;Arriva London;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;232;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/01/2015;235;Abellio West;Abellio;Hounslow;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;237;Metroline;Metroline;Hounslow;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/01/2015;237;Metroline;Metroline;Hounslow;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/01/2015;241;Selkent;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;241;Selkent;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/01/2015;242;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Collision Incident;Cyclist;Unknown;Unknown
2015;01/01/2015;242;Arriva London North;Arriva London;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;243;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;243;Arriva London North;Arriva London;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;246;Selkent;Stagecoach;Bromley;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Elderly
2015;01/01/2015;248;Selkent;Stagecoach;Havering;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Pedestrian;Female;Adult
2015;01/01/2015;253;Arriva London North;Arriva London;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;257;London General;Go-Ahead;Waltham Forest;Injuries treated on scene;Onboard Injuries;Pedestrian;Female;Adult
2015;01/01/2015;260;Metroline;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/01/2015;260;Metroline;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Child
2015;01/01/2015;262;Selkent;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2015;01/01/2015;263;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/01/2015;263;Metroline;Metroline;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/01/2015;264;Arriva London South;Arriva London;Wandsworth;Injuries treated on scene;Collision Incident;Passenger;Unknown;Unknown
2015;01/01/2015;264;Arriva London South;Arriva London;Wandsworth;Injuries treated on scene;Collision Incident;Passenger;Unknown;Unknown
2015;01/01/2015;264;Arriva London South;Arriva London;Wandsworth;Injuries treated on scene;Collision Incident;Passenger;Unknown;Unknown
2015;01/01/2015;266;Tower Transit;Tower Transit;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Elderly
2015;01/01/2015;267;London United;London United;Hounslow;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/01/2015;267;London United;London United;Richmond Upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/01/2015;268;Arriva The Shires;Arriva The Shires;Camden;Injuries treated on scene;Collision Incident;Motorcyclist;Unknown;Unknown
2015;01/01/2015;276;Docklands Buses;Go-Ahead;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;276;Docklands Buses;Go-Ahead;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;279;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;279;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;279;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;280;London General;Go-Ahead;Sutton;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/01/2015;280;London General;Go-Ahead;Wandsworth;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2015;01/01/2015;281;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Member Of Public;Female;Adult
2015;01/01/2015;281;London United;London United;Richmond Upon Thames;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2015;01/01/2015;281;London United;London United;Richmond Upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;282;Metroline West;Metroline;Ealing;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2015;01/01/2015;282;Metroline West;Metroline;Hillingdon;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2015;01/01/2015;283;London United;London United;Ealing;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2015;01/01/2015;283;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Assault;Bus Driver;Male;Adult
2015;01/01/2015;284;Metrobus;Go-Ahead;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/01/2015;285;London United;London United;Hounslow;Reported Minor Injury - Treated at Hospital;Collision Incident;Cyclist;Male;Adult
2015;01/01/2015;285;London United;London United;Hounslow;Reported Minor Injury - Treated at Hospital;Collision Incident;Cyclist;Male;Adult
2015;01/01/2015;285;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Child
2015;01/01/2015;285;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Child
2015;01/01/2015;285;London United;London United;Kingston upon Thames;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Male;Elderly
2015;01/01/2015;288;Arriva The Shires;Arriva The Shires;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;302;Metroline;Metroline;Brent;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Male;Youth
2015;01/01/2015;312;Arriva London South;Arriva London;Croydon;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Unknown;Unknown
2015;01/01/2015;320;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Collision Incident;3rd Party driver / Occupant;Male;Adult
2015;01/01/2015;320;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2015;01/01/2015;320;Metrobus;Go-Ahead;Bromley;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Elderly
2015;01/01/2015;321;London Central;Go-Ahead;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/01/2015;325;Arriva London North;Arriva London;Barking & Dagenham;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Elderly
2015;01/01/2015;328;Tower Transit;Tower Transit;Hammersmith & Fulham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;329;Arriva London North;Arriva London;Enfield;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Unknown;Unknown
2015;01/01/2015;336;Metrobus;Go-Ahead;Lewisham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Male;Adult
2015;01/01/2015;340;Arriva The Shires;Arriva The Shires;Harrow;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;340;Arriva The Shires;Arriva The Shires;Harrow;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;340;Arriva The Shires;Arriva The Shires;Harrow;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;340;Arriva The Shires;Arriva The Shires;Harrow;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;341;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;341;Arriva London North;Arriva London;Haringey;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;343;Abellio London;Abellio;Lewisham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2015;01/01/2015;343;Abellio London;Abellio;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/01/2015;343;Abellio London;Abellio;Southwark;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;349;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Collision Incident;Passenger;Unknown;Unknown
2015;01/01/2015;349;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Collision Incident;Passenger;Unknown;Unknown
2015;01/01/2015;349;Arriva London North;Arriva London;Haringey;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Unknown;Unknown
2015;01/01/2015;355;London Central;Go-Ahead;Lambeth;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Unknown
2015;01/01/2015;355;London Central;Go-Ahead;Wandsworth;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/01/2015;362;Blue Triangle Buses;Go-Ahead;Havering;Injuries treated on scene;Onboard Injuries;3rd Party driver / Occupant;Unknown;Unknown
2015;01/01/2015;363;Metrobus;Go-Ahead;Southwark;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Cyclist;Male;Adult
2015;01/01/2015;370;Arriva Kent Thameside;Arriva Kent Thameside;None London Borough;Injuries treated on scene;Onboard Injuries;Member Of Public;Female;Adult
2015;01/01/2015;370;Arriva Kent Thameside;Arriva Kent Thameside;None London Borough;Injuries treated on scene;Onboard Injuries;Member Of Public;Female;Adult
2015;01/01/2015;370;Arriva Kent Thameside;Arriva Kent Thameside;None London Borough;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Male;Child
2015;01/01/2015;371;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;371;London United;London United;Kingston upon Thames;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Male;Elderly
2015;01/01/2015;371;London United;London United;Richmond Upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2015;01/01/2015;383;Metroline;Metroline;Barnet;Injuries treated on scene;Safety Critical Failure;Bus Driver;Male;Adult
2015;01/01/2015;384;Metroline;Metroline;Barnet;Reported Minor Injury - Treated at Hospital;Collision Incident;3rd Party driver / Occupant;Male;Adult
2015;01/01/2015;387;Selkent;Stagecoach;Barking & Dagenham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/01/2015;390;Metroline;Metroline;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/01/2015;390;Metroline;Metroline;Westminster;Injuries treated on scene;Collision Incident;Pedestrian;Female;Adult
2015;01/01/2015;390;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2015;01/01/2015;393;Arriva London North;Arriva London;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;397;Arriva London North;Arriva London;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;403;Arriva London South;Arriva London;Croydon;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;407;Abellio London;Abellio;Sutton;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;407;Abellio London;Abellio;Sutton;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;415;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;418;H R Richmond;Quality Line;Kingston upon Thames;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2015;01/01/2015;427;Metroline West;Metroline;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;428;Arriva Kent Thameside;Arriva Kent Thameside;Bexley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/01/2015;430;London General;Go-Ahead;Wandsworth;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;432;Arriva London South;Arriva London;Lambeth;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;444;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;444;Arriva London North;Arriva London;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/01/2015;453;London General;Go-Ahead;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Child
2015;01/01/2015;453;London General;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;453;London General;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/01/2015;453;London General;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/01/2015;453;London General;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/01/2015;466;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/01/2015;466;Arriva London South;Arriva London;Croydon;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
